FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Medinc,GEO_id3,Id,GEO_id2,Geography,Wrk_16over,CarTruckVa,DriveAlone,Carpool,PublicTran,Walk,Bike,TaxiMCOthe,WorkfrHm,WlkBikTran,SHAPE_Length,SHAPE_Area
956,06,037,206031,06037206031,2060.31,Census Tract 2060.31,G5020,S,4592045,138115,+34.0320283,-118.2331623,53096,6037206031,1400000US06037206031,6037206031,"Census Tract 2060.31, Los Angeles County, California",1899,64.7,56.5,8.2,7,3,3,2.6,19,13,0.106251818037132,0.000460732123039242
957,06,037,572301,06037572301,5723.01,Census Tract 5723.01,G5020,S,816036,0,+33.8220235,-118.2215860,40909,6037572301,1400000US06037572301,6037572301,"Census Tract 5723.01, Los Angeles County, California",1366,88.1,68.6,19.5,5,1.5,0,1.5,3,6,0.0255848786906283,3.47503938428539e-08
958,06,037,572600,06037572600,5726,Census Tract 5726,G5020,S,1223342,49301,+33.8071157,-118.2140846,57568,6037572600,1400000US06037572600,6037572600,"Census Tract 5726, Los Angeles County, California",2387,86.7,75.6,11.1,10,0.5,0,0,2,10,0.00744965154758192,1.06760264435496e-09
959,06,037,572800,06037572800,5728,Census Tract 5728,G5020,S,1074788,0,+33.7952958,-118.2212087,17569,6037572800,1400000US06037572800,6037572800,"Census Tract 5728, Los Angeles County, California",187,55.6,55.6,0,16,13.9,0,0,15,30,0.019890145425768,3.70340160713628e-08
960,06,037,980010,06037980010,9800.10,Census Tract 9800.10,G5020,S,3757634,76091,+34.0786561,-118.2393993,42500,6037980010,1400000US06037980010,6037980010,"Census Tract 9800.10, Los Angeles County, California",41,58.5,58.5,0,29,0,0,0,12,29,0.109057561106023,0.000374458545383102
961,06,037,980013,06037980013,9800.13,Census Tract 9800.13,G5020,S,5308547,0,+33.9164971,-118.3871451,0,6037980013,1400000US06037980013,6037980013,"Census Tract 9800.13, Los Angeles County, California",0,0,0,0,0,0,0,0,0,0,0.0222052127902794,1.1769301619337e-07
962,06,037,980014,06037980014,9800.14,Census Tract 9800.14,G5020,S,6480852,973234,+33.7824778,-118.2384201,31250,6037980014,1400000US06037980014,6037980014,"Census Tract 9800.14, Los Angeles County, California",12,100,100,0,0,0,0,0,0,0,0.197900996707197,0.000725285643256151
963,06,037,222002,06037222002,2220.02,Census Tract 2220.02,G5020,S,655700,0,+34.0218914,-118.3132782,40369,6037222002,1400000US06037222002,6037222002,"Census Tract 2220.02, Los Angeles County, California",1892,62.9,55.4,7.5,30,0,0,2.5,4,30,0.0328781665034537,6.40022370681485e-05
964,06,037,226001,06037226001,2260.01,Census Tract 2260.01,G5020,S,1034766,0,+34.0244804,-118.2502706,29423,6037226001,1400000US06037226001,6037226001,"Census Tract 2260.01, Los Angeles County, California",859,52.5,47,5.5,20,21.1,6,0,0,47,0.0593082246053046,0.000101005654959882
965,06,037,226002,06037226002,2260.02,Census Tract 2260.02,G5020,S,2568345,0,+34.0326185,-118.2477706,26197,6037226002,1400000US06037226002,6037226002,"Census Tract 2260.02, Los Angeles County, California",810,46.9,42.8,4.1,25,15.9,4,3.1,5,45,0.0649438639524103,0.000250725069681832
966,06,037,221402,06037221402,2214.02,Census Tract 2214.02,G5020,S,532313,0,+34.0384431,-118.3090474,35058,6037221402,1400000US06037221402,6037221402,"Census Tract 2214.02, Los Angeles County, California",1412,64.1,58.2,5.9,33,0.7,0,0,2,34,0.0411393088582007,5.19687989854329e-05
967,06,037,207101,06037207101,2071.01,Census Tract 2071.01,G5020,S,300182,0,+34.0612027,-118.2448177,18618,6037207101,1400000US06037207101,6037207101,"Census Tract 2071.01, Los Angeles County, California",1016,65,56.1,8.9,26,8.4,0,1.2,0,34,0.0232471021035572,2.93140920324458e-05
968,06,037,207102,06037207102,2071.02,Census Tract 2071.02,G5020,S,415045,0,+34.0592851,-118.2395097,15810,6037207102,1400000US06037207102,6037207102,"Census Tract 2071.02, Los Angeles County, California",675,66.1,46.8,19.3,4,14.4,0,11.7,4,18,0.0297653347846295,4.05297346814491e-05
969,06,037,207301,06037207301,2073.01,Census Tract 2073.01,G5020,S,430089,0,+34.0465369,-118.2516175,16120,6037207301,1400000US06037207301,6037207301,"Census Tract 2073.01, Los Angeles County, California",2338,55.7,55.2,0.6,7,23.6,2,4.1,8,33,0.0366800514614493,4.19926315565676e-05
970,06,037,207502,06037207502,2075.02,Census Tract 2075.02,G5020,S,418374,0,+34.0527070,-118.2530840,19698,6037207502,1400000US06037207502,6037207502,"Census Tract 2075.02, Los Angeles County, California",1033,47.8,39.3,8.5,6,26.4,0,13.6,6,32,0.0280433622473445,4.08519564045437e-05
971,06,037,211703,06037211703,2117.03,Census Tract 2117.03,G5020,S,184109,0,+34.0671467,-118.3115820,39232,6037211703,1400000US06037211703,6037211703,"Census Tract 2117.03, Los Angeles County, California",2718,66.4,58.4,8.1,25,2.9,0,1.6,4,28,0.0173071479217741,1.79801043091336e-05
972,06,037,212701,06037212701,2127.01,Census Tract 2127.01,G5020,S,469617,0,+34.0543037,-118.3193139,50972,6037212701,1400000US06037212701,6037212701,"Census Tract 2127.01, Los Angeles County, California",1162,81,73.8,7.1,6,1.3,2,1.5,8,9,0.0323715202676472,4.58562837291678e-05
973,06,037,650101,06037650101,6501.01,Census Tract 6501.01,G5020,S,1896574,6911,+33.8681429,-118.3164997,82679,6037650101,1400000US06037650101,6037650101,"Census Tract 6501.01, Los Angeles County, California",2419,92.7,85.3,7.4,0,2.5,0,1.7,3,2,0.0116668314600805,5.64649520710184e-07
974,06,037,650200,06037650200,6502,Census Tract 6502,G5020,S,2424177,0,+33.8628071,-118.3318540,83158,6037650200,1400000US06037650200,6037650200,"Census Tract 6502, Los Angeles County, California",3124,91.5,80.8,10.7,3,0.5,1,0.6,3,4,0.00341551681359324,1.58841676289118e-07
975,06,037,602900,06037602900,6029,Census Tract 6029,G5020,S,2796887,1146,+33.9079762,-118.3065724,39180,6037602900,1400000US06037602900,6037602900,"Census Tract 6029, Los Angeles County, California",1727,85.1,73.4,11.8,9,2.7,0,1.9,1,12,0.0042359016088404,8.38406858021577e-09
976,06,037,603001,06037603001,6030.01,Census Tract 6030.01,G5020,S,1138430,0,+33.9011403,-118.2957134,39657,6037603001,1400000US06037603001,6037603001,"Census Tract 6030.01, Los Angeles County, California",3055,88.8,80.4,8.4,3,5.8,1,0,1,10,0.00179192005183775,5.32169360414851e-11
977,06,037,575500,06037575500,5755,Census Tract 5755,G5020,S,1316269,59886,+33.7868656,-118.2146254,0,6037575500,1400000US06037575500,6037575500,"Census Tract 5755, Los Angeles County, California",25,68,20,48,0,16,16,0,0,32,0.00707104557858919,8.21102295171515e-08
978,06,037,603101,06037603101,6031.01,Census Tract 6031.01,G5020,S,881550,0,+33.8867825,-118.2954546,59066,6037603101,1400000US06037603101,6037603101,"Census Tract 6031.01, Los Angeles County, California",1927,96.7,86.8,9.9,0,2.1,0,0,1,2,0.0102541544424028,8.85587064476792e-09
979,06,037,603200,06037603200,6032,Census Tract 6032,G5020,S,1105767,33318,+33.8701465,-118.3023094,60921,6037603200,1400000US06037603200,6037603200,"Census Tract 6032, Los Angeles County, California",1428,95.9,83.4,12.5,0,1.6,1,0.6,0,3,0.036709589556522,3.86001601385907e-07
980,06,037,609900,06037609900,6099,Census Tract 6099,G5020,S,541389,0,+33.7409725,-118.3029320,66875,6037609900,1400000US06037609900,6037609900,"Census Tract 6099, Los Angeles County, California",887,90.5,71.1,19.4,0,3,0,0,6,3,0.033592870674202,7.23101695596939e-07
981,06,037,620101,06037620101,6201.01,Census Tract 6201.01,G5020,S,1351683,3064,+33.9274501,-118.4208606,93934,6037620101,1400000US06037620101,6037620101,"Census Tract 6201.01, Los Angeles County, California",2803,91.8,86.3,5.5,1,0,1,0.3,6,2,0.0396353761285728,2.71456108777622e-06
982,06,037,620102,06037620102,6201.02,Census Tract 6201.02,G5020,S,871915,0,+33.9201935,-118.4180630,85668,6037620102,1400000US06037620102,6037620102,"Census Tract 6201.02, Los Angeles County, California",2186,83.9,78.8,5,3,3.8,1,1.1,8,8,0.00500439269031211,5.91091213212429e-10
983,06,037,600100,06037600100,6001,Census Tract 6001,G5020,S,757581,0,+33.9551471,-118.2956255,24029,6037600100,1400000US06037600100,6037600100,"Census Tract 6001, Los Angeles County, California",1962,79.8,69.9,9.9,11,2.3,0,3.8,3,13,0.026637411957476,3.36086656834162e-08
984,06,037,600201,06037600201,6002.01,Census Tract 6002.01,G5020,S,585704,0,+33.9482522,-118.2972695,28145,6037600201,1400000US06037600201,6037600201,"Census Tract 6002.01, Los Angeles County, California",1860,82.3,65.6,16.7,8,0.4,0,0,9,8,0.0183399330510567,4.18104134945807e-08
985,06,037,600202,06037600202,6002.02,Census Tract 6002.02,G5020,S,829152,0,+33.9426036,-118.2991423,28735,6037600202,1400000US06037600202,6037600202,"Census Tract 6002.02, Los Angeles County, California",2198,71.2,63.5,7.8,24,0.4,1,0,4,25,0.0199390727851868,3.44797263741241e-09
986,06,037,600302,06037600302,6003.02,Census Tract 6003.02,G5020,S,817144,0,+33.9354750,-118.3046455,44787,6037600302,1400000US06037600302,6037600302,"Census Tract 6003.02, Los Angeles County, California",1242,89,80,8.9,8,0,0,0,3,8,0.00361991550953378,3.57387053174816e-10
987,06,037,600400,06037600400,6004,Census Tract 6004,G5020,S,985475,0,+33.9368912,-118.3141023,45286,6037600400,1400000US06037600400,6037600400,"Census Tract 6004, Los Angeles County, California",1621,88.2,85.3,2.8,6,0.3,1,0,6,7,0.0187689897571676,1.35640635489401e-09
988,06,037,535101,06037535101,5351.01,Census Tract 5351.01,G5020,S,1133929,0,+33.9644276,-118.2488118,36061,6037535101,1400000US06037535101,6037535101,"Census Tract 5351.01, Los Angeles County, California",2888,84,69.6,14.4,12,0.8,0,0.6,2,13,0.0167180660836315,1.03696905347533e-06
989,06,037,535102,06037535102,5351.02,Census Tract 5351.02,G5020,S,591088,0,+33.9587246,-118.2488361,47000,6037535102,1400000US06037535102,6037535102,"Census Tract 5351.02, Los Angeles County, California",1629,79.4,70.7,8.7,14,0.7,0,0,5,15,6.40640106849279e-05,1.28694515083512e-11
990,06,037,535200,06037535200,5352,Census Tract 5352,G5020,S,865476,0,+33.9512593,-118.2508919,45764,6037535200,1400000US06037535200,6037535200,"Census Tract 5352, Los Angeles County, California",2200,88.5,76.6,11.9,8,1.3,0,1.9,1,9,0.0484276633822812,6.90919972646514e-07
991,06,037,535400,06037535400,5354,Census Tract 5354,G5020,S,954903,0,+33.9471170,-118.2314205,28295,6037535400,1400000US06037535400,6037535400,"Census Tract 5354, Los Angeles County, California",1231,92,81.6,10.4,3,0.7,0,0,4,4,0.0511381033355809,3.09986621524856e-06
992,06,037,600702,06037600702,6007.02,Census Tract 6007.02,G5020,S,2412263,43367,+33.9497147,-118.3335012,85213,6037600702,1400000US06037600702,6037600702,"Census Tract 6007.02, Los Angeles County, California",1891,76.5,67.8,8.6,4,1.5,0,0,18,6,0.0145391788359105,1.19973425452699e-07
993,06,037,600704,06037600704,6007.04,Census Tract 6007.04,G5020,S,926458,12266,+33.9545341,-118.3237463,60583,6037600704,1400000US06037600704,6037600704,"Census Tract 6007.04, Los Angeles County, California",1312,84.1,77.1,6.9,6,2.5,0,0,7,8,0.00822994136383077,6.13211782167759e-08
994,06,037,600801,06037600801,6008.01,Census Tract 6008.01,G5020,S,971032,0,+33.9654794,-118.3221115,57261,6037600801,1400000US06037600801,6037600801,"Census Tract 6008.01, Los Angeles County, California",1256,91.2,82.4,8.8,2,3.5,0,2.4,1,6,0.0169933148635766,9.80073353144363e-07
995,06,037,600802,06037600802,6008.02,Census Tract 6008.02,G5020,S,1940002,3434,+33.9661039,-118.3367197,50478,6037600802,1400000US06037600802,6037600802,"Census Tract 6008.02, Los Angeles County, California",1014,92.3,89,3.4,4,3.6,0,0,0,8,0.0211282869882743,1.60671896785705e-07
996,06,037,600911,06037600911,6009.11,Census Tract 6009.11,G5020,S,683110,0,+33.9786571,-118.3522115,43828,6037600911,1400000US06037600911,6037600911,"Census Tract 6009.11, Los Angeles County, California",1556,82.4,74.8,7.6,10,2.9,1,1.8,2,14,0.0102693081281271,2.59840335831022e-09
997,06,037,600912,06037600912,6009.12,Census Tract 6009.12,G5020,S,1084960,2993,+33.9771678,-118.3411003,50313,6037600912,1400000US06037600912,6037600912,"Census Tract 6009.12, Los Angeles County, California",2360,86.7,67.8,18.9,8,1,0,1.2,3,9,0.0251996110721047,9.33313828163893e-07
998,06,037,601301,06037601301,6013.01,Census Tract 6013.01,G5020,S,614465,0,+33.9791778,-118.3638240,69479,6037601301,1400000US06037601301,6037601301,"Census Tract 6013.01, Los Angeles County, California",884,86.4,84,2.4,4,0,0,0,9,4,0.0110333820657438,2.66274896237967e-07
999,06,037,601302,06037601302,6013.02,Census Tract 6013.02,G5020,S,1219659,0,+33.9692983,-118.3644406,42149,6037601302,1400000US06037601302,6037601302,"Census Tract 6013.02, Los Angeles County, California",3211,88.2,79.4,8.8,3,0.4,0,3.5,5,3,0.00968024454923255,5.90315556822549e-08
1000,06,037,601401,06037601401,6014.01,Census Tract 6014.01,G5020,S,1573100,0,+33.9590575,-118.3700611,43240,6037601401,1400000US06037601401,6037601401,"Census Tract 6014.01, Los Angeles County, California",2120,89.1,73.1,16,4,3.1,0,1.6,2,7,0.00553480396567054,8.30572082876182e-10
1001,06,037,540300,06037540300,5403,Census Tract 5403,G5020,S,1531882,0,+33.9335726,-118.2196227,44155,6037540300,1400000US06037540300,6037540300,"Census Tract 5403, Los Angeles County, California",1823,85.1,65.4,19.7,6,6.9,2,0,0,15,0.0035926888944125,1.09746329739368e-07
1002,06,037,540400,06037540400,5404,Census Tract 5404,G5020,S,339717,0,+33.9326760,-118.2282402,43060,6037540400,1400000US06037540400,6037540400,"Census Tract 5404, Los Angeles County, California",794,79.6,56.3,23.3,9,0,0,4.7,6,9,0.017424285977191,5.64383514230723e-07
1003,06,037,540501,06037540501,5405.01,Census Tract 5405.01,G5020,S,1452738,0,+33.9247081,-118.2193041,46370,6037540501,1400000US06037540501,6037540501,"Census Tract 5405.01, Los Angeles County, California",1671,88,65.5,22.5,3,3.1,0,4.2,2,6,0.00028747579096151,4.38685181736291e-09
1004,06,037,540600,06037540600,5406,Census Tract 5406,G5020,S,937161,0,+33.9243583,-118.2341162,32833,6037540600,1400000US06037540600,6037540600,"Census Tract 5406, Los Angeles County, California",1186,86.2,65,21.2,8,4.1,0,0,1,12,0.017668255914592,7.19190492126494e-07
1005,06,037,540700,06037540700,5407,Census Tract 5407,G5020,S,1147619,7355,+33.9255436,-118.2453429,36250,6037540700,1400000US06037540700,6037540700,"Census Tract 5407, Los Angeles County, California",1078,84.2,62.5,21.7,8,3.9,0,0,4,12,0.0331172065858939,1.03398838014396e-06
1006,06,037,540901,06037540901,5409.01,Census Tract 5409.01,G5020,S,1163424,331,+33.9194635,-118.2717325,43929,6037540901,1400000US06037540901,6037540901,"Census Tract 5409.01, Los Angeles County, California",1396,81.4,67.8,13.5,9,0.6,0,2.1,7,10,0.0198587022947706,3.69960515277899e-09
1007,06,037,540902,06037540902,5409.02,Census Tract 5409.02,G5020,S,2515148,1031,+33.9109785,-118.2718223,41311,6037540902,1400000US06037540902,6037540902,"Census Tract 5409.02, Los Angeles County, California",1770,81,74.5,6.6,10,6.4,1,0,1,17,0.0148625826114078,5.87878596358757e-09
1008,06,037,273700,06037273700,2737,Census Tract 2737,G5020,S,690361,0,+33.9983793,-118.4526783,69753,6037273700,1400000US06037273700,6037273700,"Census Tract 2737, Los Angeles County, California",1536,76.2,73.2,3,4,4.4,5,3.7,7,13,0.0336025329166507,6.7366904890634e-05
1009,06,037,273800,06037273800,2738,Census Tract 2738,G5020,S,741623,0,+33.9927102,-118.4512626,76818,6037273800,1400000US06037273800,6037273800,"Census Tract 2738, Los Angeles County, California",1931,74.3,69.2,5.1,5,2.4,2,4.1,12,9,0.0517993313803493,7.2307570396757e-05
1010,06,037,274100,06037274100,2741,Census Tract 2741,G5020,S,628045,0,+33.9875224,-118.4489221,107703,6037274100,1400000US06037274100,6037274100,"Census Tract 2741, Los Angeles County, California",2779,79.2,74.4,4.8,1,6.3,2,1.6,10,9,0.0444441222164066,6.12781324739382e-05
1011,06,037,221500,06037221500,2215,Census Tract 2215,G5020,S,380722,0,+34.0348455,-118.3046372,26738,6037221500,1400000US06037221500,6037221500,"Census Tract 2215, Los Angeles County, California",1142,70.4,59.2,11.2,27,1.9,0,0,0,29,0.0259509699950401,3.7167363677419e-05
1012,06,037,221710,06037221710,2217.10,Census Tract 2217.10,G5020,S,327959,0,+34.0346981,-118.2876316,23803,6037221710,1400000US06037221710,6037221710,"Census Tract 2217.10, Los Angeles County, California",1019,62.6,41.1,21.5,22,8.7,6,0,0,37,0.0247623005073817,3.20163887533685e-05
1013,06,037,221900,06037221900,2219,Census Tract 2219,G5020,S,409740,0,+34.0267694,-118.2895621,13531,6037221900,1400000US06037221900,6037221900,"Census Tract 2219, Los Angeles County, California",1376,40.3,33.8,6.5,9,38,5,2.4,5,52,0.033262641503096,3.99964626349962e-05
1014,06,037,222100,06037222100,2221,Census Tract 2221,G5020,S,478935,0,+34.0273170,-118.3023777,33697,6037222100,1400000US06037222100,6037222100,"Census Tract 2221, Los Angeles County, California",1774,70,60.1,9.9,13,1.8,5,5.4,5,20,0.0331708255961827,4.67515413115088e-05
1015,06,037,222200,06037222200,2222,Census Tract 2222,G5020,S,481868,0,+34.0309167,-118.3024156,27685,6037222200,1400000US06037222200,6037222200,"Census Tract 2222, Los Angeles County, California",1935,69.8,66.6,3.2,23,4.1,0,1,2,27,0.0333102921694463,4.70397445089192e-05
1016,06,037,222500,06037222500,2225,Census Tract 2225,G5020,S,652465,0,+34.0218497,-118.3045508,28288,6037222500,1400000US06037222500,6037222500,"Census Tract 2225, Los Angeles County, California",1966,68.5,59.2,9.4,21,2.3,1,1.2,6,24,0.0320589391183055,6.36863443864455e-05
1017,06,037,222700,06037222700,2227,Census Tract 2227,G5020,S,817401,0,+34.0209197,-118.2856809,11528,6037222700,1400000US06037222700,6037222700,"Census Tract 2227, Los Angeles County, California",885,30.7,28.5,2.3,1,59,4,0,5,64,0.0414598275176337,7.97850214425593e-05
1018,06,037,224010,06037224010,2240.10,Census Tract 2240.10,G5020,S,830405,0,+34.0367637,-118.2658976,16184,6037224010,1400000US06037224010,6037224010,"Census Tract 2240.10, Los Angeles County, California",830,40.2,23.5,16.7,47,6.7,5,0,1,59,0.0428668415539281,8.10688235494929e-05
1019,06,037,224020,06037224020,2240.20,Census Tract 2240.20,G5020,S,1232349,0,+34.0304827,-118.2686569,31467,6037224020,1400000US06037224020,6037224020,"Census Tract 2240.20, Los Angeles County, California",1115,54.7,44.2,10.5,29,9.6,0,1.9,5,39,0.0457634859916923,0.00012030021449362
1020,06,037,234300,06037234300,2343,Census Tract 2343,G5020,S,870289,0,+34.0073786,-118.3290220,37273,6037234300,1400000US06037234300,6037234300,"Census Tract 2343, Los Angeles County, California",1518,72.7,67.6,5.1,15,0.9,0,0,12,16,0.0374275402503853,8.49330488389295e-05
1021,06,037,234600,06037234600,2346,Census Tract 2346,G5020,S,1303261,598,+33.9920177,-118.3275610,42241,6037234600,1400000US06037234600,6037234600,"Census Tract 2346, Los Angeles County, California",2141,86,76.2,9.8,6,2.6,0,0,5,9,0.0559193342146571,0.000127221719056336
1022,06,037,234700,06037234700,2347,Census Tract 2347,G5020,S,742057,0,+33.9872213,-118.3276852,32019,6037234700,1400000US06037234700,6037234700,"Census Tract 2347, Los Angeles County, California",1397,84.7,74.4,10.2,9,2.1,0,0,4,11,0.0474982132222074,7.24022782193412e-05
1023,06,037,235100,06037235100,2351,Census Tract 2351,G5020,S,1181472,0,+33.9852423,-118.3463239,68371,6037235100,1400000US06037235100,6037235100,"Census Tract 2351, Los Angeles County, California",2176,86.7,77,9.7,6,2.6,0,0.5,5,9,0.056829105840283,0.000115259629004054
1024,06,037,265100,06037265100,2651,Census Tract 2651,G5020,S,2362236,0,+34.0737147,-118.4288483,98950,6037265100,1400000US06037265100,6037265100,"Census Tract 2651, Los Angeles County, California",1014,79.5,68,11.4,0,2.2,0,1.1,17,2,0.0739204271430585,0.000230651025262821
1025,06,037,265301,06037265301,2653.01,Census Tract 2653.01,G5020,S,1595815,0,+34.0710688,-118.4454342,0,6037265301,1400000US06037265301,6037265301,"Census Tract 2653.01, Los Angeles County, California",3105,15.6,12.2,3.4,2,75,1,1.1,6,78,0.0614139483023084,0.000155855165194424
1026,06,037,265303,06037265303,2653.03,Census Tract 2653.03,G5020,S,148001,0,+34.0672740,-118.4534107,19429,6037265303,1400000US06037265303,6037265303,"Census Tract 2653.03, Los Angeles County, California",2320,31.2,30.3,0.9,5,53.4,3,0.4,7,61,0.0165544432798079,1.44537770330175e-05
1027,06,037,265304,06037265304,2653.04,Census Tract 2653.04,G5020,S,130983,0,+34.0677546,-118.4511610,15822,6037265304,1400000US06037265304,6037265304,"Census Tract 2653.04, Los Angeles County, California",1838,30,28.3,1.7,11,52.7,4,0.2,2,68,0.017223513873505,1.27919721244954e-05
1028,06,037,265305,06037265305,2653.05,Census Tract 2653.05,G5020,S,310816,0,+34.0626944,-118.4490224,16168,6037265305,1400000US06037265305,6037265305,"Census Tract 2653.05, Los Angeles County, California",1970,30.8,30.7,0.1,9,52.6,1,1.5,6,63,0.0293467791440621,3.03527579389386e-05
1029,06,037,265410,06037265410,2654.10,Census Tract 2654.10,G5020,S,563022,0,+34.0669747,-118.4644155,92750,6037265410,1400000US06037265410,6037265410,"Census Tract 2654.10, Los Angeles County, California",772,84.7,83.2,1.6,3,1.2,2,1,8,6,0.0431441009104568,5.49834516441551e-05
1030,06,037,237720,06037237720,2377.20,Census Tract 2377.20,G5020,S,325225,0,+33.9692863,-118.2861511,19856,6037237720,1400000US06037237720,6037237720,"Census Tract 2377.20, Los Angeles County, California",1038,82.5,73.6,8.9,13,0.3,0,2.8,1,13,0.0276274589210538,3.17254601524755e-05
1031,06,037,237800,06037237800,2378,Census Tract 2378,G5020,S,972784,0,+33.9709601,-118.2981214,47069,6037237800,1400000US06037237800,6037237800,"Census Tract 2378, Los Angeles County, California",1489,77.3,71.9,5.4,7,0,1,4.9,9,8,0.0404574178622387,9.48968742632805e-05
1032,06,037,238000,06037238000,2380,Census Tract 2380,G5020,S,1663568,0,+33.9472944,-118.3097251,54157,6037238000,1400000US06037238000,6037238000,"Census Tract 2380, Los Angeles County, California",2126,92,83,8.9,7,0,0,0,1,7,0.0639120972897078,0.000162235586553519
1033,06,037,238100,06037238100,2381,Census Tract 2381,G5020,S,983749,0,+33.9636280,-118.3111989,43073,6037238100,1400000US06037238100,6037238100,"Census Tract 2381, Los Angeles County, California",2038,79,68.8,10.3,17,0.8,0,1.5,2,18,0.040803769894652,9.58302726452084e-05
1034,06,037,238200,06037238200,2382,Census Tract 2382,G5020,S,1026629,0,+33.9634958,-118.2979777,32128,6037238200,1400000US06037238200,6037238200,"Census Tract 2382, Los Angeles County, California",1912,88.2,75.3,12.9,9,1,0,0,2,10,0.0424825348356607,0.000100135645878517
1035,06,037,238310,06037238310,2383.10,Census Tract 2383.10,G5020,S,397068,0,+33.9660436,-118.2861074,23056,6037238310,1400000US06037238310,6037238310,"Census Tract 2383.10, Los Angeles County, California",1488,70.5,52.3,18.2,24,1.5,2,0,2,28,0.0292133945106799,3.87325590019228e-05
1036,06,037,238320,06037238320,2383.20,Census Tract 2383.20,G5020,S,468279,0,+33.9621528,-118.2861548,25222,6037238320,1400000US06037238320,6037238320,"Census Tract 2383.20, Los Angeles County, California",1190,75,61.5,13.5,19,0,0,2,4,19,0.0302149016126742,4.567662501402e-05
1037,06,037,238400,06037238400,2384,Census Tract 2384,G5020,S,1301547,0,+33.9563491,-118.3089917,41907,6037238400,1400000US06037238400,6037238400,"Census Tract 2384, Los Angeles County, California",1776,89.9,75.7,14.2,5,0,0,2.6,3,5,0.0495113067440224,0.000126783254641372
1038,06,037,239320,06037239320,2393.20,Census Tract 2393.20,G5020,S,347073,0,+33.9785676,-118.2717384,26250,6037239320,1400000US06037239320,6037239320,"Census Tract 2393.20, Los Angeles County, California",1366,72.9,52.3,20.6,19,3.1,0,0,5,22,0.0242211017276066,3.38605631103068e-05
1039,06,037,211000,06037211000,2110,Census Tract 2110,G5020,S,2656762,0,+34.0677859,-118.3317418,157000,6037211000,1400000US06037211000,6037211000,"Census Tract 2110, Los Angeles County, California",2216,85.4,70.3,15.1,1,1.5,0,1.4,10,2,0.0769044945264753,0.000259462340211083
1040,06,037,211120,06037211120,2111.20,Census Tract 2111.20,G5020,S,567077,0,+34.0652365,-118.2877775,49086,6037211120,1400000US06037211120,6037211120,"Census Tract 2111.20, Los Angeles County, California",3099,69,53.2,15.7,20,5,0,1.9,4,25,0.0319256868915126,5.53795749800086e-05
1041,06,037,211310,06037211310,2113.10,Census Tract 2113.10,G5020,S,143949,0,+34.0709091,-118.2984930,31706,6037211310,1400000US06037211310,6037211310,"Census Tract 2113.10, Los Angeles County, California",2117,47.8,43.9,3.9,43,3.4,1,0,5,47,0.0150058512382076,1.40586194709431e-05
1042,06,037,211410,06037211410,2114.10,Census Tract 2114.10,G5020,S,270793,0,+34.0726142,-118.3073155,26901,6037211410,1400000US06037211410,6037211410,"Census Tract 2114.10, Los Angeles County, California",1371,68.1,62.8,5.3,21,0.7,2,0,8,24,0.021830276948247,2.64474987100132e-05
1043,06,037,211500,06037211500,2115,Census Tract 2115,G5020,S,909037,0,+34.0724565,-118.3152596,50216,6037211500,1400000US06037211500,6037211500,"Census Tract 2115, Los Angeles County, California",2608,75.2,63.6,11.5,12,1.5,0,0.4,11,14,0.0404259680982667,8.87823714679294e-05
1044,06,037,211701,06037211701,2117.01,Census Tract 2117.01,G5020,S,651518,0,+34.0653405,-118.3184531,58889,6037211701,1400000US06037211701,6037211701,"Census Tract 2117.01, Los Angeles County, California",1428,82,73.8,8.2,8,4.5,0,0.8,5,12,0.0318912789204439,6.36259610994351e-05
1045,06,037,211910,06037211910,2119.10,Census Tract 2119.10,G5020,S,137966,0,+34.0672078,-118.2985036,32576,6037211910,1400000US06037211910,6037211910,"Census Tract 2119.10, Los Angeles County, California",2627,54.3,42.3,12.1,35,4.8,0,0.3,5,40,0.0146831193855353,1.34737468353911e-05
1046,06,037,212202,06037212202,2122.02,Census Tract 2122.02,G5020,S,206475,0,+34.0563658,-118.2879321,29385,6037212202,1400000US06037212202,6037212202,"Census Tract 2122.02, Los Angeles County, California",1800,64.1,50.2,13.8,25,5.1,0,2,4,30,0.0202930992805404,2.0161865406017e-05
1047,06,037,212204,06037212204,2122.04,Census Tract 2122.04,G5020,S,213185,0,+34.0598252,-118.2865323,31310,6037212204,1400000US06037212204,6037212204,"Census Tract 2122.04, Los Angeles County, California",1900,51.5,43.7,7.8,40,3,2,0.8,3,45,0.0187479797391251,2.08179883208941e-05
1048,06,037,212304,06037212304,2123.04,Census Tract 2123.04,G5020,S,205679,0,+34.0598537,-118.2979144,27132,6037212304,1400000US06037212304,6037212304,"Census Tract 2123.04, Los Angeles County, California",1109,36.2,35.3,1,59,1.5,0,0,4,60,0.0191910472812791,2.00849570314674e-05
1049,06,037,212306,06037212306,2123.06,Census Tract 2123.06,G5020,S,161921,0,+34.0561280,-118.2940727,28631,6037212306,1400000US06037212306,6037212306,"Census Tract 2123.06, Los Angeles County, California",1691,37.9,35.9,2,43,10.5,1,1.1,7,54,0.0162541665556663,1.58113013100435e-05
